File Name,Scenario Name,AR6 Category,AR6 Carbon Budget,cb,cb_parse_mode,cb_relation,cb_exclusion_reason,AR6 cross-check flag
van Vuuren 等 - 2017 - The Shared Socio-economic Pathways Trajectories for human development and global environmental chan.pdf,SSP1,C3,942.4855433794125,942.4855433794125,field-only scalar,,,False
Wijngaard 等 - 2019 - Modeling the Response of the Langtang Glacier and the Hintereisferner to a Changing Climate Since th.pdf,FULL,C5: limit warming to 2.5°C (>50%),1535.389671758057,1535.389671758057,field-only scalar,,,False
"Xiong 等 - 2022 - Global evaluation of the dry gets drier, and wet gets wetter paradigm from a terrestrial water sto.pdf",SSP126,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
"Xiong 等 - 2022 - Global evaluation of the dry gets drier, and wet gets wetter paradigm from a terrestrial water sto.pdf",SSP245,C4,1150-1400 GtCO₂,1275.0,unit-bound range midpoint,,,False
Hatton 等 - 2024 - Assessing the impact of climate change on the cost of production of green ammonia from offshore wind.pdf,RCP8.5,C8 (RCP equivalent),Very high cumulative emissions (exceeds 4000 GtCO2),4000.0,unit-bound scalar,,,False
Bian 等 - 2021 - Projecting Hydrological Responses to Climate Change Using CMIP6 Climate Scenarios for the Upper Huai.pdf,SSP245,C3,2744.812344177873,2744.812344177873,field-only scalar,,,False
Zuquim 等 - 2020 - The importance of soils in predicting the future of plant habitat suitability in a tropical forest.pdf,RCP4.5,C5 (RCP equivalent),~1950 GtCO₂ from 2011,1950.0,unit-bound scalar,~,,False
Layritz 等 - 2025 - Disentangling future effects of climate change and forest disturbance on vegetation composition and.pdf,SSP1-RCP2.6,C1 (Below 1.5°C with no or limited overshoot),~300 Gt CO₂,300.0,unit-bound scalar,~,,False
Li 等 - 2022 - Evaluation of Future Maize Yield Changes and Adaptation Strategies in China.pdf,RCP4.5,C3 (Below 3°C),1200-1400 GtCO2 from 2020,1300.0,unit-bound range midpoint,,,False
Sun 等 - 2021 - Predicting the Potential Habitat of Three Endangered Species of Carpinus Genus under Climate.pdf,RCP2.6,C1 (RCP equivalent),~400 Gt CO2,400.0,unit-bound scalar,~,,False
Sun 等 - 2021 - Predicting the Potential Habitat of Three Endangered Species of Carpinus Genus under Climate.pdf,RCP8.5,C8 (RCP equivalent),Very low/negative remaining carbon budget,,excluded,,no unambiguous carbon-budget value,False
Zhou 等 - 2024 - Responses of Ecosystem Productivity to Anthropogenic Ozone and Aerosols at the 2060.pdf,SSP1-2.6,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Campos 等 - 2019 - Addressing Long-Term Operational Risk Management in Port Docks under Climate Change Scenarios-A Span.pdf,RCP8.5,C8 (SSP5-8.5),~7000 GtCO2 (2015-2100),7000.0,unit-bound scalar,~,,False
Sen - 2023 - Determining the Changing Irrigation Demands of Maize Production in the Cukurova Plain under Climate.pdf,RCP8.5,C8 (High GHG emissions),N/A (exceeded),,excluded,,explicitly missing/unspecified,False
Michailidou 等 - 2021 - Temperature and Prey Species Richness Drive the Broad-Scale Distribution of a Generalist Predator.pdf,SSP2-4.5,C3,2744.812344177873,2744.812344177873,field-only scalar,,,False
Zhao和Wu - 2014 - Responses of vegetation distribution to climate change in China.pdf,"A2 - High emissions scenario characterized by self-reliance and local identities, with continuous population increases and regionally oriented economic development.",C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
Zhao和Wu - 2014 - Responses of vegetation distribution to climate change in China.pdf,B2,C5,835.4639342141137,835.4639342141137,field-only scalar,,,False
Wu 等 - 2021 - Estimating the distribution and productivity characters of Larix kaempferi in response to cli.pdf,RCP2.6,C1 (SSP1-2.6),~400-500 Gt CO2,450.0,unit-bound range midpoint,~,,False
Druge 等 - 2021 - Future evolution of aerosols and implications for climate change in the Euro-Mediterranean region us.pdf,SSP1-1.9,C1,~500 Gt CO2,500.0,unit-bound scalar,~,,False
Arnell - 2005 - Implications of climate change for freshwater inflows to the Arctic Ocean - art. no. D07105.pdf,A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
Arnell - 2005 - Implications of climate change for freshwater inflows to the Arctic Ocean - art. no. D07105.pdf,B2,C5,835.4639342141137,835.4639342141137,field-only scalar,,,False
"Ekholm 等 - 2025 - SuCCESs - a global IAM for exploring the interactions between energy, materials, land use, and clima.pdf",RCP2.6,C3 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
"Ekholm 等 - 2025 - SuCCESs - a global IAM for exploring the interactions between energy, materials, land use, and clima.pdf",SuCCESs Baseline Scenario,C7: limit warming to 4°C (>50%),4067.198904304981,4067.198904304981,field-only scalar,,,False
Wang 等 - 2025 - Streamflow changes and warming climate-induced flood risks for 1960-2016 in the Nenjiang River Basin.pdf,SSP2-4.5 - Moderate Mitigation Pathway,C3,2744.812344177873,2744.812344177873,field-only scalar,,,False
Wang 等 - 2025 - Streamflow changes and warming climate-induced flood risks for 1960-2016 in the Nenjiang River Basin.pdf,SSP1-1.9,C1,~500 Gt CO2,500.0,unit-bound scalar,~,,False
Ficklin 等 - 2022 - Hydrological Intensification Will Increase the Complexity of Water Resource Management.pdf,SSP2-4.5,C5,2744.812344177873,2744.812344177873,field-only scalar,,,False
Majidi 等 - 2024 - Comprehensive analysis of the impacts of climate and land use changes on flood damage (Case study A.pdf,SSP126,C1,~500 Gt CO2,500.0,unit-bound scalar,~,,False
Wessels 等 - 2021 - Climate change risk to southern African wild food plants.pdf,RCP2.6,C1 (Below 1.5°C),~400-500 Gt CO2 from 2020,450.0,unit-bound range midpoint,~,,False
Barria 等 - 2021 - Water management or megadrought what caused the Chilean Aculeo Lake drying.pdf,Scenario 1: MD and LULC of year 2006,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
"Havens和Steinman - 2015 - Ecological Responses of a Large Shallow Lake (Okeechobee, Florida) to Climate Change and Potential F.pdf",Future base conditions plus a 1.5°C rise in temperature and an associated rise in ET,C1: limit warming to 1.5°C (>50%) with no or limited overshoot,271.9704635822378,271.9704635822378,field-only scalar,,,False
Grosser和Schmalz - 2023 - Projecting Hydroclimatic Extremes Climate Change Impacts on Drought in a German Low Mountain Range.pdf,RCP8.5,C8,Exceeded,,excluded,,no unambiguous carbon-budget value,False
Grosser和Schmalz - 2023 - Projecting Hydroclimatic Extremes Climate Change Impacts on Drought in a German Low Mountain Range.pdf,RCP2.6,C3 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Marty 等 - 2017 - How much can we save Impact of different emission scenarios on future snow cover in the Alps.pdf,A2,C7,102.7723603383973,102.7723603383973,field-only scalar,,,True
Zeng 等 - 2012 - Impacts of climate change on water resources in the Luan River basin in North China.pdf,A2,C6,102.7723603383973,102.7723603383973,field-only scalar,,,True
Zeng 等 - 2012 - Impacts of climate change on water resources in the Luan River basin in North China.pdf,B1,C4,652.4725285661066,652.4725285661066,field-only scalar,,,False
Yang 等 - 2020 - Linking climate change and socioeconomic development to urban land use simulation Analysis of their.pdf,S1 - Low Population Growth and High-Quality Urbanization,C1,~300-500 Gt CO₂ from 2020,400.0,unit-bound range midpoint,~,,False
Yang 等 - 2020 - Linking climate change and socioeconomic development to urban land use simulation Analysis of their.pdf,Scenario S2: Moderate Economic Growth and Low Population Growth,C2,1447.733517816087,1447.733517816087,field-only scalar,,,False
Lambert 等 - 2014 - Cetacean range and climate in the eastern North Atlantic future predictions and implications for co.pdf,A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
Lambert 等 - 2014 - Cetacean range and climate in the eastern North Atlantic future predictions and implications for co.pdf,B1,C5,652.4725285661066,652.4725285661066,field-only scalar,,,False
Ying 等 - 2025 - Will climate change inevitably disrupt the cryospheric budget dynamics of the Third Pole.pdf,SSP126 (SSP1-RCP2.6),C1,~500 Gt CO2,500.0,unit-bound scalar,~,,False
Liu 等 - 2020 - Global Socioeconomic Risk of Precipitation Extremes Under Climate Change.pdf,RCP2.6-SSP1,SSP1-2.6 (closest AR6 analogue),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Staid 等 - 2014 - Simulation of tropical cyclone impacts to the US power system under climate change scenarios.pdf,Baseline,C7: limit warming to 4°C (>50%),4067.198904304981,4067.198904304981,field-only scalar,,,False
Mazziotta 等 - 2015 - Applying a framework for landscape planning under climate change for the conservation of biodiversit.pdf,B1,C5,652.4725285661066,652.4725285661066,field-only scalar,,,False
Mazziotta 等 - 2015 - Applying a framework for landscape planning under climate change for the conservation of biodiversit.pdf,A2,C6,102.7723603383973,102.7723603383973,field-only scalar,,,True
Zhang 等 - 2017 - Abrupt North Atlantic circulation changes in response to gradual CO2 forcing in a glacial.pdf,LGM_0.15_CO2,C1: limit warming to 1.5°C (>50%) with no or limited overshoot,271.9704635822378,271.9704635822378,field-only scalar,,,False
Srivastava 等 - 2019 - Quantitative Approaches in Adaptation Strategies to Cope with Increased Temperatures Following Clima.pdf,Increment of 2°C on current climate conditions,C5: limit warming to 2.5°C (>50%),1793.871566014591,1793.871566014591,field-only scalar,,,False
Verniest 等 - 2022 - Coupling future climate and land-use projections reveals where to strengthen the protection of Medit.pdf,SSP1-2.6,C1,~1150 Gt CO2,1150.0,unit-bound scalar,~,,False
Verniest 等 - 2022 - Coupling future climate and land-use projections reveals where to strengthen the protection of Medit.pdf,SSP2-4.5,C5,2744.812344177873,2744.812344177873,field-only scalar,,,False
Verniest 等 - 2022 - Coupling future climate and land-use projections reveals where to strengthen the protection of Medit.pdf,SSP5-8.5,C8,Exhausted pre-2020,,excluded,,no unambiguous carbon-budget value,False
Haertl 等 - 2016 - Multifunctionality in European mountain forests - an optimization under changing climatic conditions.pdf,Baseline (BL),C7,4067.198904304981,4067.198904304981,field-only scalar,,,False
Daher和Kirtman - 2025 - Future climate assessment in the Mediterranean region using downscaled CMIP6 data.pdf,SSP2-4.5,C3,2744.812344177873,2744.812344177873,field-only scalar,,,False
Serpa 等 - 2017 - Impacts of climate and land use changes on the water quality of a small Mediterranean catchment with.pdf,B1,C5,652.4725285661066,652.4725285661066,field-only scalar,,,False
Bay-Sahin 等 - 2025 - Evaluating Natural Ventilation in Historic Buildings across US Climates Using CFD for Future Scenari.pdf,2080 Future Climate Scenario,SSP5-8.5,none,,excluded,,explicitly missing/unspecified,False
Ryan和Stewart - 2017 - Cost-benefit analysis of climate change adaptation for power pole networks.pdf,RCP4.5,C3 (Below 2°C),~1000-2000 GtCO₂ from 2020,1500.0,unit-bound range midpoint,~,,False
Hayat 等 - 2023 - Assessing the Global Pest Risk of Aeolesthes sarta with Regards to the Host Specie Populus.pdf,A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
Qiao 等 - 2022 - Soil quality both increases crop production and improves resilience to climate change.pdf,RCP 8.5,High emissions,Not specified in paper,,excluded,,no unambiguous carbon-budget value,False
Qiao 等 - 2022 - Soil quality both increases crop production and improves resilience to climate change.pdf,RCP 2.6,C3 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Liu 等 - 2025 - Optimized MaxEnt model predicts potential suitable habitats of Bidens bipinnata in China unde.pdf,SSP1-2.6,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Yao 等 - 2018 - Future biomass carbon sequestration capacity of Chinese forests.pdf,RCP2.6,N/A (CMIP5 RCP scenario),~900 Gt CO2,900.0,unit-bound scalar,~,,False
"Chen 等 - 2021 - Projection of future temperature extremes, related mortality, and adaptation due to climate and popu.pdf",RCP2.6,C1 (RCP equivalent),~500 Gt CO2 (from 2020),500.0,unit-bound scalar,~,,False
Langhorst 等 - 2024 - Inertia of Technology Stocks A Technology-Explicit Model for the Transition toward a Low-Carbon Glo.pdf,S1,C7,893.060956844902,893.060956844902,field-only scalar,,,False
Creutzig 等 - 2012 - Decarbonizing urban transport in European cities four cases show possibly high co-benefits.pdf,S1,C3: limit warming to 2°C (>67%),893.060956844902,893.060956844902,field-only scalar,,,False
Fromm 等 - 2024 - Warming effects on lizard gut microbiome depend on habitat connectivity.pdf,2°C warmer climate,C3,1793.871566014591,1793.871566014591,field-only scalar,,,False
Yuan 等 - 2021 - Projecting Future Vegetation Change for Northeast China Using CMIP6 Model.pdf,SSP245,C3,2744.812344177873,2744.812344177873,field-only scalar,,,False
Yigzaw和Hossain - 2016 - Water sustainability of large cities in the United States from the perspectives of population increa.pdf,RCP2.6,C3 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Lopez-Marti 等 - 2025 - Future changes in compound explosive cyclones and atmospheric rivers in the North Atlantic.pdf,SSP1-2.6,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Lopez-Marti 等 - 2025 - Future changes in compound explosive cyclones and atmospheric rivers in the North Atlantic.pdf,SSP2-4.5,C5,2744.812344177873,2744.812344177873,field-only scalar,,,False
Abubakari 等 - 2018 - Streamflow response under different climate change scenarios in data-scarce White Volta basin of Wes.pdf,B1,C5,652.4725285661066,652.4725285661066,field-only scalar,,,False
Yang 等 - 2024 - Climate Change May Increase the Impact of Coastal Flooding on Carbon Storage in China's Coastal Terr.pdf,SSP1-26,C1,500.0,500.0,field-only scalar,,,False
Yang 等 - 2024 - Climate Change May Increase the Impact of Coastal Flooding on Carbon Storage in China's Coastal Terr.pdf,SSP2-45,C3,2700 Gt CO₂-eq,2700.0,unit-bound scalar,,,False
Yang 等 - 2024 - Climate Change May Increase the Impact of Coastal Flooding on Carbon Storage in China's Coastal Terr.pdf,SSP5-8.5,C8,Exhausted,,excluded,,no unambiguous carbon-budget value,False
Papadimitriou 等 - 2019 - Cross-sectoral and trans-national interactions in national-scale climate change impacts assessment-t.pdf,RCP2.6,C1 (RCP equivalent),~500 Gt CO₂ from 2020,500.0,unit-bound scalar,~,,False
Papadimitriou 等 - 2019 - Cross-sectoral and trans-national interactions in national-scale climate change impacts assessment-t.pdf,SSP1-RCP2.6,C3: limit warming to 2°C (>67%),942.4855433794125,942.4855433794125,field-only scalar,,,False
Bell和van Vuuren - 2022 - The impact of climate risk on corporate credit risk.pdf,"High-warming scenario (+2°C by 2050, >4°C by 2100)",C7,1793.871566014591,1793.871566014591,field-only scalar,,,False
Bell和van Vuuren - 2022 - The impact of climate risk on corporate credit risk.pdf,Low-warming scenario (below +2°C),C2,1793.871566014591,1793.871566014591,field-only scalar,,,False
He 等 - 2016 - SWITCH-China A Systems Approach to Decarbonizing China's Power System.pdf,IPCCTarget,C4,~900 Gt CO2,900.0,unit-bound scalar,~,,False
"Allred 等 - 2014 - The interaction of climate change, land cover, and political representation in the USA.pdf",A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
"Smith 等 - 2005 - Projected changes in mineral soil carbon of European croplands and grasslands, 1990-2080.pdf",B1,C4,652.4725285661066,652.4725285661066,field-only scalar,,,False
Nordling 等 - 2025 - Climate variability can outweigh the influence of climate mean changes for extreme precipitation und.pdf,SSP1-2.6,C1,~500 Gt CO2 from 2020,500.0,unit-bound scalar,~,,False
Nordling 等 - 2025 - Climate variability can outweigh the influence of climate mean changes for extreme precipitation und.pdf,SSP2-4.5,C5,2744.812344177873,2744.812344177873,field-only scalar,,,False
Abedin 等 - 2025 - Future of snakebite risk in India Consequence of climate change and the shifting habitats of the bi.pdf,SSP245,C3,2744.812344177873,2744.812344177873,field-only scalar,,,False
Yaduvanshi 等 - 2021 - Temperature and rainfall extremes change under current and future global warming levels across India.pdf,Baseline scenario,C7: limit warming to 4°C (>50%),4067.198904304981,4067.198904304981,field-only scalar,,,False
Guzman-Luna 等 - 2022 - Quantifying current and future raw milk losses due to bovine mastitis on European dairy farms under.pdf,RCP2.6,C1 (Below 1.5°C with no or limited overshoot),~300-500 Gt CO2 (from 2020),400.0,unit-bound range midpoint,~,,False
Bacca 等 - 2023 - Uncertainty in land-use adaptation persists despite crop model projections showing lower impacts und.pdf,SSP1-RCP2.6,C1 (Below 1.5 °C),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Li 等 - 2019 - Prediction of CH4 emissions from potential natural wetlands on the Tibetan Plateau during.pdf,RCP2.6,C1,~1000 Gt CO2,1000.0,unit-bound scalar,~,,False
Loaiciga - 2009 - Long-term climatic change and sustainable ground water resources management.pdf,2 × CO2 climate scenario,C5,1793.871566014591,1793.871566014591,field-only scalar,,,False
Habeeb和Bastidas-Arteaga - 2022 - Climate change indicators dataset for coastal locations of the European Atlantic area.pdf,RCP 2.6,C3 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Exley 等 - 2025 - Modelling of the potential of floating photovoltaics for mitigating climate change impacts on reserv.pdf,RCP2.6 2040–2069,C3 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Zhang 等 - 2025 - Prediction of potential suitable habitats of Malania oleifera under future climate scenarios.pdf,SSP126,C1,400-500 GtCO₂,450.0,unit-bound range midpoint,,,False
Yamamoto 等 - 2021 - Evaluation of flood damage reduction throughout Japan from adaptation measures taken under a range o.pdf,RCP2.6,C1 (RCP equivalent),~500 Gt CO2 from 2020,500.0,unit-bound scalar,~,,False
Wu - 2021 - The risk of forfeiting the ranges of reptiles under nonrandom and stochastic scenarios of moving cli.pdf,RCP2.6,C3 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Attema 等 - 2014 - Extreme precipitation response to climate perturbations in an atmospheric mesoscale model.pdf,Emin,C3,4130.786098570118,4130.786098570118,field-only scalar,,,False
Attema 等 - 2014 - Extreme precipitation response to climate perturbations in an atmospheric mesoscale model.pdf,EC,C3,440.0556818855494,440.0556818855494,field-only scalar,,,False
Engels和Marotzke - 2023 - Assessing the plausibility of climate futures.pdf,Deep Decarbonization by 2050,C1,~500 Gt CO2,500.0,unit-bound scalar,~,,False
Agudo-Dominguez 等 - 2022 - Climate-sensitive hydrological drought insurance for irrigated agriculture under deep uncertainty. I.pdf,RCP 2.6,SSP1-2.6,~1000 Gt CO2 (from 2011),1000.0,unit-bound scalar,~,,False
Arturo Garcia-Dominguez 等 - 2014 - Present and future potential distribution of the endemic Perote ground squirrel (Xerospermophilus.pdf,B2,C5,835.4639342141137,835.4639342141137,field-only scalar,,,False
Babin和Bell - 2023 - The effects of climate change on cytotype distributions of endemic genera in the North American Coas.pdf,SSP1-2.6,C1,1150,1150.0,field-only scalar,,,False
Babin和Bell - 2023 - The effects of climate change on cytotype distributions of endemic genera in the North American Coas.pdf,SSP5-8.5,High GHG emissions,Exhausted by ~2030 under median climate response,,excluded,,no unambiguous carbon-budget value,False
Dakhlaoui 等 - 2019 - A bootstrap-based differential split-sample test to assess the transferability of conceptual rainfal.pdf,RCP4.5,C5,Cumulative CO2 emissions: ~850-1250 GtCO2 from 2011 (based on literature),1050.0,unit-bound range midpoint,~,,False
Guerreiro 等 - 2023 - Future distribution patterns of nine cuttlefish species under climate change.pdf,RCP 2.6,C1 (RCP equivalent),~300-500 Gt CO2 from 2020,400.0,unit-bound range midpoint,~,,False
Zhang 等 - 2024 - A Warmer and Wetter World Would Aggravate GHG Emissions Intensity in China's Cropland.pdf,RCP2.6,C3 (~1.8°C),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Baradevanal 等 - 2021 - Assessing the risk of mango quarantine pest Deanolis sublimbalis Snellen under different clim.pdf,RCP 2.6,C1 (Below 1.5°C & 1.5°C with no or limited overshoot),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Alinezhad 等 - 2021 - A probabilistic Bayesian framework to deal with the uncertainty in hydro-climate projection of Zayan.pdf,RCP2.6,C1,~500 Gt CO2,500.0,unit-bound scalar,~,,False
Alinezhad 等 - 2021 - A probabilistic Bayesian framework to deal with the uncertainty in hydro-climate projection of Zayan.pdf,RCP4.5,C3-Low (SSP2-4.5 equivalent),650 GtCO₂ remaining from 2020 for 67% chance of limiting to 2.7°C,650.0,unit-bound scalar,,,False
Meyer 等 - 2023 - Climate warming causes photobiont degradation and carbon starvation in a boreal climate sentinel lic.pdf,+2.25°C warming,C3,2619.964986816399,2619.964986816399,field-only scalar,,,False
Boettcher 等 - 2013 - Future GHG emissions more efficiently controlled by land-use policies than by bioenergy sustainabili.pdf,Reference scenario,C8: exceed warming of 4°C (>=50%),6016.054280938453,6016.054280938453,field-only scalar,,,False
"Aslam 等 - 2017 - Vulnerability and impact assessment of extreme climatic event A case study of southern Punjab, Paki.pdf",A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
"Heath 等 - 2025 - Climate change, urbanisation and transmission potential Aedes aegypti mosquito projections f.pdf",SSP1-2.6,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Bergengren 等 - 2001 - Modeling global climate-vegetation interactions in a doubled CO2 world.pdf,2×CO2 Interactive,C3,1793.871566014591,1793.871566014591,field-only scalar,,,False
Bergengren 等 - 2001 - Modeling global climate-vegetation interactions in a doubled CO2 world.pdf,2×CO2 Non-Interactive,C3,1793.871566014591,1793.871566014591,field-only scalar,,,False
Zai 等 - 2024 - Impact of climate change and genetic development on Iowa corn yield.pdf,SSP2-4.5,C3,2744.812344177873,2744.812344177873,field-only scalar,,,False
Wynne 等 - 2023 - Uncertainty in projections of future lake thermal dynamics is differentially driven by lake and glob.pdf,RCP 2.6,C1 (RCP equivalent),~300-900 Gt CO2,600.0,unit-bound range midpoint,~,,False
Moore和Schindler - 2022 - Getting ahead of climate change for ecological adaptation and resilience.pdf,SSP1-2.6,C3,950-1100 Gt CO2 from 2020,1025.0,unit-bound range midpoint,,,False
Moore和Schindler - 2022 - Getting ahead of climate change for ecological adaptation and resilience.pdf,SSP2-4.5,C3,1150 ± 220 GtCO₂ from 2020,220.0,unit-bound scalar,,,False
Audzijonyte 等 - 2023 - Changes in sea floor productivity are crucial to understanding the impact of climate change in tempe.pdf,Baseline,C7: limit warming to 4°C (>50%),4067.198904304981,4067.198904304981,field-only scalar,,,False
"Van Huijgevoort 等 - 2020 - Influence of Climate and Land Use Change on the Groundwater System of the Veluwe, The Netherlands A.pdf",G_H,C3: limit warming to 2°C (>67%),685.1820297843902,685.1820297843902,field-only scalar,,,False
Nemeckova 等 - 2011 - CLIMATE CHANGE IMPACT ASSESSMENT ON VARIOUS COMPONENTS OF THE HYDROLOGICAL REGIME OF THE MALE RIVER.pdf,B1,C3: limit warming to 2°C (>67%),652.4725285661066,652.4725285661066,field-only scalar,,,False
Nemeckova 等 - 2011 - CLIMATE CHANGE IMPACT ASSESSMENT ON VARIOUS COMPONENTS OF THE HYDROLOGICAL REGIME OF THE MALE RIVER.pdf,A2,C2: return warming to 1.5°C (>50%) after a high overshoot,102.7723603383973,102.7723603383973,field-only scalar,,,False
Hussain 等 - 2025 - Assessment of watershed hydrological responses under climate change scenarios a case study of Hunza.pdf,SSP2-4.5,C5,2744.812344177873,2744.812344177873,field-only scalar,,,False
Li 等 - 2025 - Global 1-km habitat distribution for endangered species and its spatial changes under future warming.pdf,SSP126,C1,≈460 Gt CO₂,460.0,unit-bound scalar,≈,,False
Li 等 - 2025 - Global 1-km habitat distribution for endangered species and its spatial changes under future warming.pdf,SSP245,C5,2744.812344177873,2744.812344177873,field-only scalar,,,False
Roukounis 等 - 2025 - Agent-Based Modeling Under Climate Uncertainties The Coastal Resilience (CRes-ABM) Model.pdf,"GR-SSP5 x RCP8.5 ""For Whom the Storm Tolls""",C8,"~7000 GtCO2 (2015-2100, 50% probability)",7000.0,unit-bound scalar,~,,False
Morgan 等 - 2020 - Projections of coral cover and habitat change on turbid reefs under future sea-level rise.pdf,RCP8.5,C8 (RCP equivalent),Very high (>2 000 GtCO₂ from 2020),,excluded,,no unambiguous carbon-budget value,False
"Arifullah 等 - 2025 - Drivers and Future Risks of Groundwater Projection in Tangshan, China Integrating SHAP, Geographica.pdf",RCP8.5,C8,~7000 GtCO2 from 2015,7000.0,unit-bound scalar,~,,False
Stevenson 等 - 2006 - Multimodel ensemble simulations of present-day and near-future tropospheric ozone.pdf,S2 CLE,C5,1793.871566014591,1793.871566014591,field-only scalar,,,False
Somers 等 - 2019 - Groundwater Buffers Decreasing Glacier Melt in an Andean Watershed-But Not Forever.pdf,RCP4.5,C3 (SSP2-4.5),~1150-1350 GtCO₂ from 2020,1250.0,unit-bound range midpoint,~,,False
Melnikova 等 - 2023 - Assessing carbon cycle projections from complex and simple models under SSP scenarios.pdf,SSP1-1.9,C1,Remaining carbon budget from 2020 for 1.5°C with 50% likelihood: ~500 GtCO₂,500.0,unit-bound scalar,~,,False
Melnikova 等 - 2023 - Assessing carbon cycle projections from complex and simple models under SSP scenarios.pdf,SSP1-2.6,C1,~500 Gt CO2 from 2020,500.0,unit-bound scalar,~,,False
Kraaijenbrink 等 - 2021 - Climate change decisive for Asia's snow meltwater supply.pdf,SSP1-2.6,C1,~900 Gt CO2,900.0,unit-bound scalar,~,,False
"Harrison 等 - 2015 - Cross-sectoral impacts of climate change and socio-economic change for multiple, European land- and.pdf",We are the World (WRW),C1,~500 Gt CO2,500.0,unit-bound scalar,~,,False
Tian 等 - 2016 - Climate System Responses to a Common Emission Budget of Carbon Dioxide.pdf,LH,C3: limit warming to 2°C (>67%),645.1920308578049,645.1920308578049,field-only scalar,,,False
Tian 等 - 2016 - Climate System Responses to a Common Emission Budget of Carbon Dioxide.pdf,HL,C3: limit warming to 2°C (>67%),726.7928387369113,726.7928387369113,field-only scalar,,,False
Bhattacharya 等 - 2025 - Optimal life-cycle adaptation of coastal infrastructure under climate change.pdf,SSP2-4.5,C3,2744.812344177873,2744.812344177873,field-only scalar,,,False
Angelotti 等 - 2017 - Climate change and the occurrence of downy mildew in Brazilian grapevines.pdf,A2,C7,102.7723603383973,102.7723603383973,field-only scalar,,,True
Angelotti 等 - 2017 - Climate change and the occurrence of downy mildew in Brazilian grapevines.pdf,B1,C6,652.4725285661066,652.4725285661066,field-only scalar,,,False
Alves-Ferreira 等 - 2025 - Climate change is projected to shrink phylogenetic endemism of Neotropical frogs.pdf,SSP245,C3,~1150 GtCO₂ remaining from 2020 for 2°C target with 50% probability,1150.0,unit-bound scalar,~,,False
Zhang 等 - 2022 - Twenty-first century drought analysis across China under climate change.pdf,SSP2-4.5,C3,2744.812344177873,2744.812344177873,field-only scalar,,,False
Tong 等 - 2020 - Dynamic projection of anthropogenic emissions in China methodology and 2015-2050 emission pathways.pdf,SSP1-2.6-BHE,C1,942.4855433794125,942.4855433794125,field-only scalar,,,False
Tian 等 - 2022 - Dynamic Simulation of Land UseCover Change and Assessment of Forest Ecosystem Carbon Storage under.pdf,SSP126,C1,~1150 Gt CO2,1150.0,unit-bound scalar,~,,False
Tian 等 - 2022 - Dynamic Simulation of Land UseCover Change and Assessment of Forest Ecosystem Carbon Storage under.pdf,SSP245,C3,2744.812344177873,2744.812344177873,field-only scalar,,,False
Kharin和Zwiers - 2005 - Estimating extremes in transient climate change simulations.pdf,A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
Kharin和Zwiers - 2005 - Estimating extremes in transient climate change simulations.pdf,B2,C5,835.4639342141137,835.4639342141137,field-only scalar,,,False
Xie Ya-Lin 等 - 2017 - Effects of climate change on net primary productivity in Larix olgensis plantations based on.pdf,RCP 2.6,C1 (SSP1-2.6),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Rogelj 等 - 2012 - Global warming under old an new scenarios using IPCC climate sensitivity range estimates.pdf,SRES B1,C1,~500 Gt CO2,500.0,unit-bound scalar,~,,False
Ayzel和Izhitskiy - 2019 - Climate Change Impact Assessment on Freshwater Inflow into the Small Aral Sea.pdf,RCP2.6,C3 (RCP equivalent),~400-500 Gt CO2,450.0,unit-bound range midpoint,~,,False
Tariq 等 - 2017 - A climate stress test of Los Angeles' water quality plans.pdf,Baseline,C7: limit warming to 4°C (>50%),4067.198904304981,4067.198904304981,field-only scalar,,,False
